LP13-A01 실제 진단 1회. exit1,36840ms. HTTP4003ms timeout. 정상 종료 확인 실패·root 보존, generic 사후진단 미실행.

개별 HTTP 실행 결과(전체 앱 PASS와 별개)
제목 | 수행내용 | 결과(pass/fail)
[http-timing] {"sequence":364,"timelineOrdinal":260,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":365,"timelineOrdinal":261,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":366,"timelineOrdinal":262,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":367,"timelineOrdinal":263,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":25,"bodyElapsedMs":0,"totalElapsedMs":25,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":368,"timelineOrdinal":264,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":369,"timelineOrdinal":265,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":370,"timelineOrdinal":266,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":24,"bodyElapsedMs":0,"totalElapsedMs":24,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":371,"timelineOrdinal":267,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":372,"timelineOrdinal":268,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":24,"bodyElapsedMs":0,"totalElapsedMs":24,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":373,"timelineOrdinal":269,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":374,"timelineOrdinal":270,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":375,"timelineOrdinal":271,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":376,"timelineOrdinal":272,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":377,"timelineOrdinal":273,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":378,"timelineOrdinal":274,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":379,"timelineOrdinal":275,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":380,"timelineOrdinal":276,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":381,"timelineOrdinal":277,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":382,"timelineOrdinal":278,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":383,"timelineOrdinal":279,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":384,"timelineOrdinal":280,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":82556,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":385,"timelineOrdinal":281,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":23,"bodyElapsedMs":0,"totalElapsedMs":23,"bytes":33045,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":386,"timelineOrdinal":282,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1560,"bodyElapsedMs":0,"totalElapsedMs":1560,"bytes":84664,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":387,"timelineOrdinal":283,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":4003,"bytes":0,"phase":"header","outcome":"timeout"}
[http-timing] {"sequence":388,"timelineOrdinal":null,"processOrdinal":1,"method":"DELETE","routeClass":"tap","status":200,"headerElapsedMs":8,"bodyElapsedMs":0,"totalElapsedMs":8,"bytes":26,"phase":"complete","outcome":"ok"}
[fail] current actual app: http-header-timeout
[latency-trace-status] {"processOrdinal":1,"status":"complete","code":"none","acceptedCount":1859,"expectedRequestCount":283,"observedRequestCount":283,"evidenceFile":"latency-dd734324-2787-434b-8277-4bada5518c90.json"}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":1,"attempt_limit":121,"elapsed_ms":"6","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":253,"relevant_count":24,"identity_matched":24,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8400000000","maximum_valid_end_ns":"8433333333"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":1,"attempt_limit":121,"elapsed_ms":"10","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":253,"relevant_count":24,"identity_matched":24,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8400000000","maximum_valid_end_ns":"8433333333"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"71f9a3b71d1a47976b94a0ac15bf8b313d5b6285067bdfd4e8f9a5c82b021c7e","attempt":1,"attempt_limit":121,"elapsed_ms":"15","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":253,"relevant_count":24,"identity_matched":24,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8400000000","maximum_valid_end_ns":"8433333333"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"7747127cbd44ba029f41638687d87600b9820ac656f7efb42c513291be7f91f0","attempt":1,"attempt_limit":121,"elapsed_ms":"21","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":253,"relevant_count":24,"identity_matched":24,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8400000000","maximum_valid_end_ns":"8433333333"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":2,"attempt_limit":121,"elapsed_ms":"522","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":269,"relevant_count":40,"identity_matched":40,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8933333333","maximum_valid_end_ns":"8966666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":2,"attempt_limit":121,"elapsed_ms":"526","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":269,"relevant_count":40,"identity_matched":40,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8933333333","maximum_valid_end_ns":"8966666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"71f9a3b71d1a47976b94a0ac15bf8b313d5b6285067bdfd4e8f9a5c82b021c7e","attempt":2,"attempt_limit":121,"elapsed_ms":"531","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":269,"relevant_count":40,"identity_matched":40,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8933333333","maximum_valid_end_ns":"8966666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"7747127cbd44ba029f41638687d87600b9820ac656f7efb42c513291be7f91f0","attempt":2,"attempt_limit":121,"elapsed_ms":"537","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":269,"relevant_count":40,"identity_matched":40,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"8933333333","maximum_valid_end_ns":"8966666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":3,"attempt_limit":121,"elapsed_ms":"1038","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":286,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"8dfa87d6b8fdd8c760383b205a2434e67aeaa472c768100753376ed10ad2ca08","attempt":3,"attempt_limit":121,"elapsed_ms":"1042","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":286,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"71f9a3b71d1a47976b94a0ac15bf8b313d5b6285067bdfd4e8f9a5c82b021c7e","attempt":3,"attempt_limit":121,"elapsed_ms":"1048","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":286,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"7747127cbd44ba029f41638687d87600b9820ac656f7efb42c513291be7f91f0","attempt":3,"attempt_limit":121,"elapsed_ms":"1053","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":286,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
[selection-attempt] {"reference_sha256":"4f53af15664b74ca3004462752d9aef75c86bb62d5b112b45136e40c153efc7c","attempt":4,"attempt_limit":121,"elapsed_ms":"1554","wait_ms":"60000","deadline_exhausted":false,"attempt_exhausted":false,"selection_complete":false,"expanded_start_ns":"7650000000","expanded_end_ns":"9150000000","source_count":1,"unknown_count":2,"sources_truncated":false,"unknown_truncated":false,"sources":[{"segment_id_sha256":"e6b6259388e0f6d53ce024e2a8a46e3c135de9566eccdba6814c3c9334f7a72b","media_epoch_id_sha256":"efd2a1035bfee3b2f85fa1c9e105350b65fada98f44c2ff82d9bb2c21eff286b","source_generation_sha256":"71093b6f0e55a0a5be7e7d21c4acbe59fdc26c87b0eb745f0e61de5adb891567","track_id_sha256":"7045bf70d59fda6d28b51bae40168fc796489218fbc80b901bc2d63696b793ea","generation_order":"1","start_pts":"0","end_pts":"8333333333","time_base_num":1,"time_base_den":1000000000,"lifecycle":1,"deleted":false,"binding_present":true,"binding_valid":true,"available_for_selection":true}],"decoded":{"namespace_valid":true,"range_comparable":true,"incomplete":false,"frames_truncated":false,"frame_count":302,"relevant_count":46,"identity_matched":46,"identity_rejected":0,"generation_mismatch":0,"pts_mismatch":0,"duration_invalid":0,"minimum_pts_ns":"7633333333","maximum_pts_ns":"9133333333","maximum_valid_end_ns":"9166666666"},"slice_state_counts":[21,2,0,0,0,0],"reason_counts":[0,2,0,0,21,0,0,0,0,0],"unknown_ranges":[{"start_ns":"8333333333","end_ns":"8333333334","reason":1},{"start_ns":"8333333333","end_ns":"9150000000","reason":1}]}
